title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Product Release Incompatibilities,https://www.palantir.com/docs/apollo/apollo-product-specification/product-incompatibilities/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Product Types,https://www.palantir.com/docs/apollo/apollo-product-specification/product-types/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Product Versions,https://www.palantir.com/docs/apollo/apollo-product-specification/product-versions/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Apollo API specification,https://www.palantir.com/docs/apollo/apollo-references/apollo-api-documentation/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Apollo References — Reference,https://www.palantir.com/docs/apollo/apollo-references/apollo-references/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation | Apollo — Getting started | Apollo — Reference
Developer API limited support policies (v1.0),https://www.palantir.com/docs/apollo/apollo-references/developer-api-limited-support-policies/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
End-to-end workflow [Experimental],https://www.palantir.com/docs/apollo/apollo-references/experimental-end-to-end-workflow/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Response types,https://www.palantir.com/docs/apollo/cel-policies/cel-functions/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Examples,https://www.palantir.com/docs/apollo/cel-policies/examples/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Change type API reference,https://www.palantir.com/docs/apollo/cel-policies/input-types/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Cel Policies — Overview,https://www.palantir.com/docs/apollo/cel-policies/overview/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Reference
Apollo Agents,https://www.palantir.com/docs/apollo/core/agents/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Authentication,https://www.palantir.com/docs/apollo/core/authentication/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Environment and Product editors,https://www.palantir.com/docs/apollo/core/authorization/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation | Apollo — Getting started
Create Product Releases in Apollo from your CI pipeline,https://www.palantir.com/docs/apollo/core/ci-publish-setup/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation | Apollo — Getting started
Connect a Kubernetes cluster to Apollo,https://www.palantir.com/docs/apollo/core/connect-spoke/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation | Apollo — Getting started
Entities,https://www.palantir.com/docs/apollo/core/entities/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Environments,https://www.palantir.com/docs/apollo/core/environments/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Helm rollout strategies and timeouts,https://www.palantir.com/docs/apollo/core/helm-rollouts/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
How Apollo works,https://www.palantir.com/docs/apollo/core/how-apollo-works/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
review the key Apollo concepts,https://www.palantir.com/docs/apollo/core/introduction/,Apollo,Apollo — Software delivery,P0,"Official Apollo architecture: autonomous deployment across connected, disconnected, and air-gapped environments.",2026-07-27,Apollo — Documentation | Apollo — Getting started | Apollo — Reference
Liveness and Readiness,https://www.palantir.com/docs/apollo/core/liveness-and-readiness/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Modules,https://www.palantir.com/docs/apollo/core/modules/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Core — Overview,https://www.palantir.com/docs/apollo/core/overview/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Plans and Constraints,https://www.palantir.com/docs/apollo/core/plans-and-constraints/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
"Products, Releases, and Versions",https://www.palantir.com/docs/apollo/core/products-releases-versions/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Publishing versioned Helm charts,https://www.palantir.com/docs/apollo/core/publishing-versioned-helm-charts/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Release Channels,https://www.palantir.com/docs/apollo/core/release-channels/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Set up a local Kubernetes cluster for testing,https://www.palantir.com/docs/apollo/core/set-up-local-kubernetes-cluster/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation | Apollo — Getting started
Spoke Control Plane,https://www.palantir.com/docs/apollo/core/spoke-control-plane/,Apollo,Apollo — Software delivery,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Apollo — Documentation
Supported browsers,https://www.palantir.com/docs/apollo/core/supported-browsers/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Teams,https://www.palantir.com/docs/apollo/core/teams/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Troubleshooting in Kubernetes clusters,https://www.palantir.com/docs/apollo/core/troubleshooting-in-cluster/,Apollo,Apollo — Software delivery,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Apollo — Documentation
What's new,https://www.palantir.com/docs/apollo/core/whats-new/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation | Apollo — Getting started | Apollo — Reference
Just-in-time access,https://www.palantir.com/docs/apollo/debugging/jit-access/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Terminal profiles,https://www.palantir.com/docs/apollo/debugging/terminal-profiles/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
Terminal,https://www.palantir.com/docs/apollo/debugging/terminal/,Apollo,Apollo — Software delivery,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Apollo — Documentation
